WBIC,SHAPE_AREA,SHAPE_LEN,lat,long,Area,WatershedA,MaxDepth,MeanDepth,W_AREA,W_LAT,W_PERM,W_SLOPE,W_DARCY,W_BD_203,W_QG_1,W_PRCP_ANN,W_TEMP_ANN,W_TEMP_GS,W_TEMP_JUL,TRW_AREA,W_LU06_11,W_LU06_21,W_LU06_22,W_LU06_41,W_LU06_42,W_LU06_43,W_LU06_52,W_LU06_71,W_LU06_81,W_LU06_82,W_LU06_90,W_LU06_95,R_AREA,R_PERM,R_SLOPE,R_DARCY,R_LU06_11,R_LU06_21,R_LU06_41,R_LU06_43,R_LU06_90,w_develop,w_forest,w_ag,w_wetland,r_develop,r_forest,r_wetland,cond,mg_average,ca_average,lake_MEAN,watershed_MIN,elevation_difference,LakeName,US_L3NAME,ECO_LANDSC,HUC12_CODE,slope2,slope3,slope4,slope5,slopenearest,SDI,area_depth_ratio
1023100,247959.391914999,2669.19073015999,45.6463258699999,-89.46348516,61,333,25,NA,1.3487,45.6499999999999,484.1,2.749,18.3,29.64,0,797.6,4.8,13.0399999999999,19.1999999999999,1.35,19.73,9.15,5.09,28.55,2.24,19.62,0,0,0,0,10.5,0.54,0.1537,484,3.6930001,187.3,18.1499996,6.25,14.6400003,20.4300003,33.9000015,18.830000000000002,50.41,0,11.04,8.46,39.490000699999996,33.9000015,35,0.292,1.458,481.640993821,480.231140137,18.251431716000013,Townline Lake,Northern Lakes and Forests,Northern Highland,070700010603,0.00296333354879804,0.00241317579207058,2.91412479280514e-4,0.00241317579207058,0.00472876173622199,1.5121135133664827,32540.602613516927
1841300,309199.036359,3400.00762668,46.02080815,-91.2644186299999,76,337,32,14,1.3621,46.02,671,3.391,-543.6,0,0,835.899999999999,4.75,13.18,19.57,1.36,23.1299999999999,7.76,0,33.6099999999999,8.44,15.2799999999999,0,0,8.55,0.84,2.06,0.33,0.1728,671,8.1669998,-1438.3,15.9700003,7.5799999,43.5800018,18.8099995,2.95,7.76,57.3299999999998,9.39,2.39,7.5799999,72.0500011,4.4,59,NA,NA,412.137723636,411.979125977,20.84070043600002,Clear Lake,Northern Lakes and Forests,North Central Forest,070500010304,0.00254823454155581,0.00109875621998462,0.00120650179194985,0.00109875621998462,0.00254823454155581,1.7248681119056228,31701.01668706939
2497400,154367.616497999,1878.52387989,46.10305137,-91.92476333,38,337,10,7,1.3649,46.1,1032,2.164,-739.399999999999,100,0,778.5,5.14,13.77,20.18,1.36,12.66,25.8,4.58,17.53,0.58,18.59,4.76,0,2.23,0,9.88,3.37,0.1173,1032,8.9169998,-1079.5,26.2600002,2.98,29.0699997,34.7799988,0,30.380000000000003,36.7,2.23,13.25,4.43,63.8499985,5.46,61,NA,NA,305.460574179,305.34979248,26.52822587000003,Sleepy Eye Lake,Northern Lakes and Forests,Northwest Sands,070300020311,-8.1121802503423e-4,5.72434084415766e-5,-8.68105005051504e-4,5.72434084415766e-5,0.00717152182029851,1.3487569294050037,50645.54347047211
2340100,66681.2839686999,955.054130925999,46.0532838999999,-89.5662573,16,337,16,NA,1.3642,46.0499999999999,670,3.501,-121.9,100,0.15,824.5,4.38,12.63,18.76,1.36,5.21,4.77,0,49.7999999999999,0.4,25.8999999999999,0,0,0,0,10.08,3.85,0.061,671,1.846,379.4,13.9300003,6.0700002,12.9499998,7.71,30.1599998,4.77,76.0999999999998,0,13.93,6.0700002,20.6599998,59.3400001,16,0.23,0.73,506.620468989,506.585876465,30.730483159000016,Spruce Lake,Northern Lakes and Forests,Northern Highland,070500020101,-5.26223944597951e-4,9.05626918498161e-4,9.77282306198301e-4,9.05626918498161e-4,-5.26223944597951e-4,1.0433285182821763,13673.163543450604
1019600,82099.4496363999,1239.25253636,45.86917574,-89.1757123799999,20,338,27,NA,1.369,45.8699999999999,853.299999999999,0.959,-7.3,100,100,800.799999999999,4.17,12.35,18.5399999999999,1.37,7.43,4.05,0.72,30.1099999999999,4.41,15.99,0.78,0.44,0,24.3,10.41,1.35,0.0811,1032,2.766,-127.3,20.1000004,3.95,27.3700008,13.1899996,23.3099995,4.77,50.5099999999999,24.3,11.76,3.95,48.330000399999996,26.3899994,14,NA,NA,499.338066637,498.174865723,11.129737318000025,Squash Lake,Northern Lakes and Forests,Northern Highland,070700010401,0.00112229594149045,8.60302631833227e-4,0.00175438183858298,8.60302631833227e-4,0.00175438183858298,1.220070036643786,9976.116656508204
2623500,121383.081666,2296.22138793,45.2613913599999,-92.27865957,30,341,26,13,1.1879,45.2599999999999,126,5.32,-529.6,100,0,801.299999999999,5.87,14.64,21.03,1.38,11.58,8.21,6.63,27.9899999999999,9.96,7.22,0,0.94,23.07,0.24,1.81,0,0.1295,126,7.5450001,-252.099999999999,6.9499998,8.5699997,27.9500008,14.4399996,13.5900002,17.19,45.1699999999999,23.31,1.81,8.5699997,67.5600005,13.5900002,162,NA,NA,345.207343333,344.919158936,51.372765310000034,Clear Lake,North Central Hardwood Forests,Forest Transition,070300050708,-0.00225418110339824,9.05531915151112e-4,0.00249851429858541,9.05531915151112e-4,-0.00225418110339824,1.8592155636532117,15316.863727286493
2496800,251417.040280999,2174.7719372,45.7684558099999,-92.34145227,62,342,67,24,1.383,45.77,457.1,1.668,-32.8999999999999,98.5999999999999,48.03,810.2,5.65,14.34,20.71,1.38,21.17,12.6999999999999,0,34.71,2.9,12.77,0,0,8.31,0,0.73,6.71,0.1344,388,5.178,-69.2,29.3899994,17.7099991,24.9300003,17.9300003,2.8299999,12.6999999999999,50.379999999999995,8.31,7.4399999999999995,17.7099991,47.3200006,4.77,32,NA,NA,294.151499,294.080749512,14.004354271000011,Silver Lake,Northern Lakes and Forests,Northwest Sands,070300010904,0.00113004421641323,-9.07022878648468e-4,-6.63998972959007e-4,-9.07022878648468e-4,0.00113004421641323,1.223521016222479,12311.329194627207
2476000,476223.712951999,3069.41584053,45.9894487099999,-92.16063479,118,346,55,27,1.4022,45.99,1032,1.693,-265.6,100,0,785.2,5.36,13.96,20.2899999999999,1.4,38.8999999999999,6.36,0,43.3299999999999,0.46,8.16,0,0,0,0,1.55,1.25,0.1851,1032,5.0050001,-179.8,39.0600014,0,46.0299988,6,7.0799999,6.36,51.9499999999999,0,2.8,0,52.0299988,8.9199999,90,NA,NA,298.725252702,298.659942627,15.363400862000049,Little Bear Lake,Northern Lakes and Forests,Northwest Sands,070300010505,0.00165073552063474,0.00255209531406899,0.00239395384374106,0.00255209531406899,0.00165073552063474,1.254715577009874,28407.522843712657
2043700,148405.659302999,2136.55489163999,45.0921847999999,-91.3087636,37,348,27,NA,1.4082,45.1,183.599999999999,2.195,-119.8,100,0,810.399999999999,6.06,14.57,20.7899999999999,1.41,11.23,1.98,0,43.4099999999999,0,0.06,0,0.38,2.68,3.86,36.39,0,0.1295,148,1.3,-110.2,15.9799995,0.39,11.8900003,0.39,71.3499985,1.98,43.4699999999999,6.54,36.39,0.39,12.280000300000001,71.3499985,79,NA,NA,311.222269304,311.048065186,21.52599119399997,Upper Twin Lake,Northern Lakes and Forests,North Central Forest,070500050103,0.00622133426854545,0.00145528853436119,0.00248824610510313,0.00145528853436119,0.00622133426854545,1.564529987426835,18033.15584025943
181900,119177.676972,1675.65226854,44.4338612,-89.3948379999999,29,349,36,7,1.4132,44.4399999999999,530,5.223,-488.899999999999,100,10.76,798.6,6.39,14.55,20.6299999999999,1.41,8.19999999999999,2.64,0,54.59,6.09,0.91,0,0,3.64,22.4699999999999,1.47,0,0.0977,530,5.5310001,-20,10.54,3.5799999,39.7099991,5.8299999,0,2.64,61.59,26.1099999999999,1.47,3.5799999,48.809999,0,119,NA,NA,336.241863646,333.559570313,45.441791138999974,Bear Lake,North Central Hardwood Forests,Central Sand Hills,040302021804,0.00332757100187485,0.0035562368253863,0.00430500193166198,0.0035562368253863,0.00332757100187485,1.3692460882901027,10861.191033464565
1884200,186078.964329999,2526.61757698,46.0959970199999,-89.7035447899999,46,350,22,13,1.4147,46.1,1032,3.728,-163.599999999999,100,0,827.6,4.4,12.69,18.82,1.41,14.88,5.28,0,64.28,0,9.25,0,1.72,0,0,3.84,0.76,0.1395,1032,5.1729999,-80.2999999999999,22.3700008,7.46,57.7799988,9.1800003,3.23,5.28,73.53,0,4.6,7.46,66.9599991,3.23,21,0.375,0.65,495.047253961,494.861206055,22.348742132999973,Street Lake,Northern Lakes and Forests,Northern Highland,070500020106,9.98805383263413e-4,0.00117415847341583,0.00308816959454477,0.00117415847341583,0.00308816959454477,1.652288731315982,27749.785899844755
199300,225263.992189,2130.15763186999,44.7118471599999,-89.27334007,56,353,22,NA,1.4282,44.71,530,1.393,-37.2999999999999,0,65.23,817.799999999999,6.06,14.25,20.32,1.43,17.27,5.02,1.83,34.77,0,1.53,0,0.15,3.54,28.8599999999999,7.04,0,0.1238,530,2.427,-47.3,21.4099998,10.8999996,45.4000015,0.32,13.6499996,6.85,36.300000000000004,32.3999999999999,7.04,10.8999996,45.7200015,13.6499996,168,NA,NA,356.01909346,355.967895508,16.726695113999995,Stenson Lake,North Central Hardwood Forests,Forest Transition,040302021501,0.00256093093412364,0.00571849770025053,0.0029909143364264,0.00571849770025053,0.00571849770025053,1.2660793405761386,33593.4132947089
197300,300415.168167,2290.50783446,44.1624630399999,-89.16177896,74,354,19,10,1.4316,44.1599999999999,1049,2.589,-79.2,99.18,100,806,6.91,14.97,21.03,1.43,22.6299999999999,9.32,1.43,15.17,9.94999999999999,0.81,0,0.41,0,28.8299999999999,10.23,1.22,0.14,1049,6.954,-317.9,19.5699997,12.5699997,4.6399999,0,44.8600006,10.75,25.92999999999999,28.8299999999999,11.450000000000001,17.2799997,5.2799999,51.7200007,112.9285714,NA,NA,265.497269053,265.426757813,42.977859120999995,Round Lake,North Central Hardwood Forests,Central Sand Hills,040302022002,-4.23049723122954e-4,8.10941959939954e-4,0.003220873589527,8.10941959939954e-4,8.10941959939954e-4,1.1788700144942688,51874.42467312474
994700,338189.805859,3687.77418309999,45.51662728,-89.5751328,84,360,37,NA,1.1625,45.5099999999999,949,2.479,-322.3,0,0,804.899999999999,4.87,13.1199999999999,19.28,1.46,29.02,9.17,0.36,21.2899999999999,8.46,15.93,0,2.31,0,0,6.46,6.99,0.2166,1032,4.2220001,129,15.5100002,11.2700005,15.3699999,17.4099998,16.8999996,9.53,45.6799999999999,0,13.45,12.4200005,52.8200006,19.2599995,35,0.602592593,1.897428571,462.096819025,462.007080078,20.068647284000008,Lake Clara,Northern Lakes and Forests,Northern Highland,070700011304,0.00301939341915099,0.00397868502337922,0.00513906638291706,0.00397868502337922,0.0128047333473376,1.788871444016183,29987.746139160812
2282200,230389.416143999,2882.38560597,45.81644888,-90.6544248,57,361,41,18,1.4607,45.82,824,2.667,-42.2999999999999,100,0,820.7,4.7,13.02,19.1999999999999,1.46,17.44,1.27,0,35.31,0.96,14.21,0.27,0,0,3.88,26.6499999999999,0,0.157,824,5.0840001,-60.2,26.0499992,1.85,16.1800003,4.6500001,32.5499992,1.27,50.480000000000004,3.88,26.6499999999999,1.85,20.8300004,32.5499992,36.5,NA,NA,440.439174762,439.391693115,16.28540409499999,Bass Lake,Northern Lakes and Forests,North Central Forest,070500020603,0.00777694360987072,0.0035342168861339,0.00550292167048417,0.0035342168861339,0.00777694360987072,1.6940096744691222,18435.872874975914
1872700,262977.283604,3286.50643884,46.18917356,-90.0089513899999,65,365,18,NA,1.0147,46.1899999999999,954.299999999999,1.418,-16,0,40.8999999999999,842.1,4.48,12.8,18.92,1.48,26.76,8.53999999999999,0,45,0,4.77,2.88,0,0,0,12.06,0,0.1891,1012,3.1129999,-45.2,17.0300007,3.49,37.2299995,3.97,33.6300011,8.53999999999999,49.769999999999996,0,12.06,3.49,41.1999995,33.6300011,22,NA,NA,491.369240466,491.265808105,13.750327405000007,Payment Lake,Northern Lakes and Forests,Northern Highland,070500020108,0.00202132495794361,0.00115680057788886,0.00158889858837818,0.00115680057788886,0.00202132495794361,1.8078834867884264,47932.575751676864
2755600,60244.9848711,2460.64274704999,46.41852359,-91.2702065,15,367,39,10,0.8085,46.42,491.699999999999,4.638,-207.199999999999,0,0,847.5,4.95,13.32,19.59,1.49,7.24,0.33,0.93,45.7599999999999,12.16,15.91,13.27,0,0,0,4.4,0,0.1349,709.4000244,8.6260004,43.3,12.2299995,0,14.8999996,15.1999998,11.3400002,1.26,73.8299999999999,0,4.4,0,67.9100008,11.3400002,22,NA,NA,351.269785986,350.956451416,30.18056191400001,Beaver Lake,Northern Lakes and Forests,North Central Forest,040103020603,0.0121239046632418,0.0110677745390015,0.00562627927988596,0.0110677745390015,0.0121239046632418,2.828024597913383,5068.05512409146
2763300,317945.655142,3705.64498017,46.3005745299999,-89.9766832899999,79,368,88,25,0.6936,46.2999999999999,182,3.425,-3.7,0,0,877.299999999999,4.38,12.67,18.84,1.49,47.7199999999999,4.38,0,25.1299999999999,0,4.38,0,0.29,0,0,18.09,0,0.2049,182,7.506,-394.3,16.1499996,8.3000002,40.7000008,2.5899999,32.2599983,4.38,29.5099999999999,0,18.09,8.3000002,43.2900007,32.2599983,23,NA,NA,504.43100265,501.973510742,20.400174107999987,Hewitt Lake,Northern Lakes and Forests,North Central Forest,040201010201,0.0217591206622816,0.00284591244429833,0.00161653955053392,0.00284591244429833,0.0217591206622816,1.8538834611832158,11853.736248135885
2454500,316264.324627999,2789.61536171999,45.9415918199999,-92.1745196499999,78,369,15,9,1.4925,45.9399999999999,1032,2.45,-361.5,100,0,797.6,5.39,14.02,20.3599999999999,1.49,23.9899999999999,6.14,0,46.17,0,21.3599999999999,0,0,0,0,1.62,0.72,0.1636,1032,2.471,-466.9,33.9199982,0,34.5999985,24.0799999,6.2399998,6.14,67.5299999999999,0,2.34,0,58.6799984,7.3999998,22,NA,NA,300.542907667,299.914489746,22.99142460799999,Boner Lake,Northern Lakes and Forests,Northwest Sands,070300010501,0.00144666715236134,3.76513223588738e-4,0.00139967169745393,3.76513223588738e-4,0.00144666715236134,1.3993111390771136,69174.1742405947
589800,97724.0591985,1234.07717118999,45.9369373299999,-88.24583921,24,374,15,NA,1.5116,45.9399999999999,713.7,2.147,-61.3999999999999,0,100,748,4.83,12.76,18.87,1.51,7.03,4.13,0.9,27.3799999999999,0.33,4.95,0.36,7.69,2.93,34.6099999999999,8.52,0,0.0815,644.7000122,6.3080001,-87.1,13.25,0.86,9.0799999,15.0900002,58.7700005,6.210000000000001,32.6599999999999,37.5399999999999,8.52,0.86,24.170000100000003,58.7700005,29,NA,NA,390.510829667,387.102996826,25.37665202200003,Mud Lake,Northern Lakes and Forests,North Central Forest,040301060503,-0.00297302207345384,0.00132054812836887,0.00630787036168158,0.00132054812836887,-0.00297302207345384,1.1136190138421675,21374.466141404202
42800,61025.5657919,947.856301598999,43.6604911599999,-88.1908896199999,15,375,19,9,1.5166,43.6599999999999,894.799999999999,2.263,-70.7999999999999,0,0,840.2,7.7,15.4,21.3999999999999,1.52,4.45,4.44,0.44,8.78999999999999,0,0,0,0.68,7.96,19.82,51.17,2.24,0.0651,909,2.559,67.5999999999999,15.3599997,6.7600002,12.4399996,0,65.4400024,4.880000000000001,8.78999999999999,27.78,53.410000000000004,6.7600002,12.4399996,65.4400024,263,NA,NA,311.675102955,311.469177246,21.21140217200002,Cedar Lake,Southeastern Wisconsin Till Plains,Southeast Glacial Plains,040400030204,-7.39138085447744e-4,0.00476013324357951,0.00422174747845898,0.00476013324357951,0.00476013324357951,1.0823847441849288,10537.637413990193
185300,96314.0578054999,1195.59557089,45.46746428,-88.9028900999999,24,380,10,5,1.5396,45.4699999999999,484,2.2,-34.7999999999999,56.09,0,805.1,4.62,12.64,18.5599999999999,1.54,7.18,1.17,0,70.8599999999999,0,2.36,0.7,0,0,0,17.21,0.53,0.0794,484,2.868,107.9,12.8500004,0,12.0900002,13.8500004,52.6500015,1.17,73.2199999999999,0,17.740000000000002,0,25.9400006,52.6500015,35,NA,NA,489.822991677,489.792388916,34.893805197999995,Duck Lake,Northern Lakes and Forests,North Central Forest,040302020201,0.00324691217152932,0.00250981102150514,0.00424690350475046,0.00250981102150514,0.00324691217152932,1.0867622024374806,31599.10032988842
2498800,239126.903706,3079.47264403,45.5345680499999,-92.45361801,59,382,14,NA,1.5453,45.5399999999999,425.199999999999,1.725,-58.3999999999999,100,0,801.7,5.94,14.6199999999999,20.82,1.55,14.8,2.46,0.69,32.5399999999999,6.33,0.89,0.02,1.29,14.66,19.6999999999999,2.95,3.67,0.1775,311,4.217,-52.8,7.8299999,1.35,37.1300011,3.6600001,12.5600004,3.15,39.7599999999999,34.3599999999999,6.62,1.35,55.3800014,26.1900005,67,NA,NA,378.389798963,378.296508789,27.104067004,Little Pine Lake,North Central Hardwood Forests,Forest Transition,070300050801,0.010103404240132,0.0058246646647859,0.00318705074356957,0.0058246646647859,0.010103404240132,1.7764672202381655,56038.36326068617
45200,521944.987173,4245.13650238999,43.80633513,-88.01742686,129,384,61,20,1.552,43.81,909,5.151,-18.6,100,0,881.1,7.73,15.48,21.5599999999999,1.55,34.89,7.37,4.86,33.63,0,0,0.52,1.49,0.45,7.8,6.04,0,0.2302,909,7.073,-76.2999999999999,17.3799992,7.8600001,21.8500004,0,24.7600002,13.4,33.63,8.25,6.04,29.3200006,21.8500004,24.7600002,376.5106383,NA,NA,284.121396913,283.980438232,42.67437945399996,Crystal Lake,Southeastern Wisconsin Till Plains,Southeast Glacial Plains,040301010902,-1.39785043532002e-4,0.0121821805762998,0.00156109491818639,0.0121821805762998,-1.39785043532002e-4,1.6575794812337525,28072.425195398217
2452400,353574.580322999,3814.59688304,46.3419471799999,-91.5897857199999,87,385,20,11,1.559,46.34,431,2.446,-6.8,0,0,821,4.94,13.5299999999999,19.9499999999999,1.56,24.3599999999999,4.36,2.39,57.49,2.01,8.1,0.81,0,0,0,0.47,0,0.2239,431,1.975,142,19.1599998,2.6800001,40.1500015,31.8400002,1.47,6.75,67.6,0,0.47,2.6800001,76.6800018,1.47,18,0.645,1.185,366.096886885,365.864135742,28.696875321999983,Beauregard Lake,Northern Lakes and Forests,Northwest Sands,070300010103,0.00643383118720867,0.00590480012002172,0.00365963371978794,0.00590480012002172,0.00643383118720867,1.8096858901729564,58001.079449310855
999200,103709.639543,1415.66316624999,44.7621829599999,-89.3691135899999,26,388,6,NA,1.5715,44.7599999999999,1144.5,1.062,-23.1,0,75.89,812.399999999999,5.86,14.07,20.2199999999999,1.57,7.43,1.2,0,17.77,1.02,6.65,0,0,0,33.7,29.16,3.07,0.0915,1256,1.228,-93.2,17.2700005,0,22.0799999,0,38.25,1.2,25.439999999999998,33.7,32.23,0,22.0799999,38.47,39,NA,NA,372.157054581,371.543457031,9.387928328999976,Little Frog Lake,North Central Hardwood Forests,Forest Transition,040302021501,0.00137575130946423,0.0057502870781567,0.00216356317942244,0.0057502870781567,0.00137575130946423,1.2400678210953746,56709.12048501749
2483600,48438.8537851,925.024148955999,46.2444702199999,-91.27912818,12,389,8,5,1.573,46.24,671,4.262,-4.6,0,0,847.799999999999,4.96,13.31,19.5399999999999,1.57,2.85,12.9499999999999,1.09,52.02,6.5,14.34,1.49,0.88,4.84,0,3.03,0,0.0628,671,2.2130001,-584.6,7.6399999,9.8699999,13.3800001,47.4500008,1.75,14.0399999999999,72.86,4.84,3.03,16.8800001,73.73000049999999,1.75,38,NA,NA,420.621806666,418.678405762,25.35103268900002,Motyka Lake,Northern Lakes and Forests,North Central Forest,040103020605,8.04392445796963e-4,0.00346747505252565,0.0041473010274727,0.00346747505252565,8.04392445796963e-4,1.185635542091877,19865.015495857937
2296500,331336.834443,3589.08719897999,46.0030024499999,-90.1608240399999,82,392,19,10,1.5105,46,1032,2.041,-39,0,100,817,4.54,12.82,18.9899999999999,1.59,23.4499999999999,9.75,0,28.93,0.25,14.27,3.53,2.87,0,0,16.92,0.03,0.197,1032,4.204,-131.699999999999,20.8099995,11.3699999,6.6999998,23.1499996,33.5999985,9.75,43.45,0,16.950000000000003,11.3699999,29.8499994,33.649998499999995,61,NA,NA,485.152291095,484.626190186,14.83956071199998,McDermott Lake,Northern Lakes and Forests,Northern Highland,070500020307,3.28722039625635e-9,0.00238351475803184,6.54967464930767e-4,0.00238351475803184,3.28722039625635e-9,1.7589124320666347,57213.84763831331
873950,41620.5986304,974.413264124999,43.1197167999999,-89.5070652999999,10,394,0,NA,0.7731,43.1199999999999,888.799999999999,3.389,-178.199999999999,0,0,856,7.88,15.7899999999999,21.8,1.59,4.99,15.83,33.2599999999999,1.22,0,0,0,0.43,8.41,11.82,0,0,0.0618,909,5.895,-23.6999999999999,19.7399998,3.5599999,0,0,0,73.1399999999998,1.22,20.23,0,38.5099996,0,0,NA,NA,NA,272.630303614,272.151947021,42.86081577099998,Graber Pond,Southeastern Wisconsin Till Plains,Southeast Glacial Plains,070900020603,0.00666824856997752,-3.48752472631102e-4,0.00201241088832154,-3.48752472631102e-4,0.00666824856997752,1.347361377198047,Inf
2467900,313411.286436999,3215.74525677,46.26180669,-91.30337418,77,396,50,20,1.604,46.2599999999999,671,5.312,-956.799999999999,0,0,859.5,5.04,13.41,19.6,1.6,18.78,5.01,0,23.1499999999999,2.33,33.02,16.64,0,0,0,1.07,0,0.1954,671,9.7259998,-1772.1,11,3.48,19.5,49.6399994,0,5.01,58.4999999999999,0,1.07,3.48,71.1399994,0,44.5,NA,NA,422.141800063,421.454498291,35.77043138199997,Hammil lake,Northern Lakes and Forests,North Central Forest,070300020102,0.00119975137164835,0.00333770861735149,0.0031914149153941,0.00333770861735149,0.00119975137164835,1.620389385699565,20565.04504179783
2601000,189614.070200999,2405.92313444999,45.6983225299999,-91.7898954199999,47,398,25,8,1.6093,45.6899999999999,468.399999999999,2.665,-97.9,89.18,0,832,5.34,13.91,20.32,1.61,16.32,5.55,0,44.2899999999999,0,0.35,0,0.66,14.1099999999999,13.9499999999999,4.77,0,0.1374,588.2000122,2.895,-32.6,38.2099991,5.1700001,18.4099998,0,6.6199999,5.55,44.6399999999999,28.0599999999998,4.77,5.1700001,18.4099998,6.6199999,32,NA,NA,391.797960123,391.645385742,37.716840902,Yechout Lake,North Central Hardwood Forests,Forest Transition,070500070306,0.0022984299281585,0.00320282942219812,0.00263949622762329,0.00320282942219812,0.00320282942219812,1.5586246333738507,24883.73624685026
2501300,137427.256491999,1863.55719212,46.22503849,-91.6557039599999,34,398,6,4,1.609,46.2199999999999,1032,2.682,-229.199999999999,100,58.32,805.299999999999,5,13.63,20.05,1.61,6.09,5.79,0.73,72.7999999999999,5.33,0.9,1.64,1.36,0,0,5.37,0,0.1102,1032,6.3449998,-182.599999999999,5.7199998,4.6300001,67.8799973,0,10.6199999,6.52,79.0299999999999,0,5.37,4.6300001,74.4099975,10.6199999,25,0.375,1.145,335.57944201,335.493347168,14.93368054900003,Thorn Lake,Northern Lakes and Forests,Northwest Sands,070300020304,0.00318944420200985,5.95750354360791e-4,0.00176761165316151,5.95750354360791e-4,0.00318944420200985,1.4180820355921302,75146.13762685859
102100,94958.7084789999,1115.68004584999,44.06916056,-89.2622624899999,23,404,18,9,1.6361,44.07,1049,1.866,-88.5999999999999,100,100,798.799999999999,6.87,14.9499999999999,21.0399999999999,1.64,7.15,20.92,6.17,12.66,0,1.81,0,0,0,35.4399999999999,2.24,1.04,0.0751,1049,1.974,2,32.7599983,13.4499998,18.7700005,0,5.3299999,39.650000000000006,14.47,35.4399999999999,3.2800000000000002,23.17,18.7700005,17.71,182,NA,NA,263.96457567,263.260040283,24.314324476000024,Bughs Lake,North Central Hardwood Forests,Central Sand Hills,040302010804,-6.53037333572679e-4,-5.44502985839234e-4,0.00123911427109687,-5.44502985839234e-4,-6.53037333572679e-4,1.021332928497862,17308.017730934655
504300,400682.81523,2659.46857937,45.05613391,-88.1399593799999,99,409,29,10,1.656,45.06,193,3.691,0.5,63.7899999999999,0,783.6,6.14,14.0299999999999,20.19,1.66,21.94,7.64,0.82,25.55,0,0.31,1.73,1.28,4.52,30.37,5.39,0.44,0.1642,193,5.908,4.4,4.0799999,8.8900003,34.7700005,0,23.4500008,8.459999999999999,25.86,34.89,5.83,12.0000002,34.7700005,26.0700007,213,NA,NA,241.111891779,241.049728394,54.974350896999994,Rost Lake,North Central Hardwood Forests,Northern Lake Michigan Coastal,040301050505,0.0145159010399749,0.0108530130503177,0.00428855004131403,0.0108530130503177,0.0145159010399749,1.1851943525439634,45330.21260181917
2480600,324961.655486,2244.24116387999,46.00050954,-91.8991683699999,80,414,13,8,1.6742,46,671,1.412,-162,0,0,785.2,5.23,13.8699999999999,20.2399999999999,1.67,20.09,7.9,0.32,47.5,0,1.06,0,0.04,10.96,2.83,8.77,0.54,0.1384,671,3.4059999,-740.899999999999,20.6599998,24.1299992,36.2000008,0.51,11.71,8.22,48.56,13.790000000000001,9.309999999999999,24.1299992,36.710000799999996,11.71,39,NA,NA,317.663829455,317.467254639,14.999500623000017,Mack Lake,Northern Lakes and Forests,North Central Forest,070300020401,0.0012157080406047,0.0012034978290742,-2.81206592463296e-4,0.0012034978290742,0.0012157080406047,1.1105766359728544,82011.32028215223
2731800,208576.717735999,3812.24341209,46.2050383699999,-91.1423699799999,52,422,25,10,1.092,46.21,431,2.515,-378.6,0,0,859.799999999999,4.73,13.07,19.34,1.71,19.59,7.34,0,33.59,3.86,19.0799999999999,0.95,0,0,0,15.58,0,0.2008,431,4.7620001,-776.6,14.1899996,15.8900003,15.6400003,35.1599998,9.21,7.34,56.5299999999999,0,15.58,15.8900003,60.3600005,9.21,42,NA,NA,430.744100365,430.029876709,24.021799293000015,North Twin Lake,Northern Lakes and Forests,North Central Forest,070300020103,0.00186545721265892,0.00302688379737842,0.00385269568955245,0.00302688379737842,0.00385269568955245,2.354738996374421,27372.272668766273
979100,424720.628160999,2625.27368862999,45.5419529899999,-89.7066446,105,424,22,16,1.7177,45.5399999999999,1032,1.874,-59.5,29.6999999999999,100,810.399999999999,4.93,13.1999999999999,19.3599999999999,1.72,26.1299999999999,13.9,2.33,19.75,1.64,11.41,0,1.05,0,10.16,11.05,1.85,0.1576,1032,5.5869999,-169.4,20.0499992,13.1400003,13.1400003,18.0200005,30.7700005,16.23,32.8,10.16,12.9,13.1400003,31.1600008,35.470000299999995,46.46153846,NA,NA,445.029653844,444.984741211,12.935891809999987,Crystal Lake,Northern Lakes and Forests,Northern Highland,070700011004,-4.0393701951416e-4,-4.70733387731552e-4,-3.11628628684584e-4,-4.70733387731552e-4,-4.70733387731552e-4,1.1363653338684485,63338.19914116544
2901100,325804.349550999,2374.21152575,46.44147762,-91.26341229,81,429,43,15,1.7341,46.4399999999999,1032,2.774,-733.5,0,0,847.5,4.95,13.32,19.59,1.73,19.1999999999999,3.22,2.68,47.42,3.65,11.1099999999999,2.44,0,0,0,10.2799999999999,0,0.1477,1032,2.26,-149.5,16.6599998,0,35.75,19.8400002,12.2600002,5.9,62.1799999999999,0,10.2799999999999,1.49,69.6100007,12.2600002,21,NA,NA,317.615488198,317.571533203,36.17262825700004,Bass Lake,Northern Lakes and Forests,Northwest Sands,040103020603,0.00422351540361988,0.00539337837166555,0.00298248547143539,0.00539337837166555,0.00539337837166555,1.173372857788119,24858.416464551592
